"Name","State","Notes","User","Tags","Created","Runtime","Sweep","NEGS","POLICY_NHEADS","agent","architecture","beta","beta_l2a","custom_rep_loss","disable_wandb","dropout","entropy_coeff","environment","epsilon_greedy","first_phase","frame_stack","game_type","gamma","high_difficulty","is_high_res","l2_weight","learning_rate","long_training","n_skills","nodes","nr_samples","num_envs","num_eval","num_gpus","num_levels","num_minibatches","num_steps","openai","paint_vel_info","ppo_epochs","r_clip","rep","rep_loss_m","rep_loss_weight","replay","run_id","s_clip","save_images","save_interval","second_phase","set_seed","short_training","skill_epochs","sni","sni2","test","test_eval","test_ratio","train_eval","use_batch_norm","use_black_white","use_data_augmentation","use_lstm","very_short_training","goal_epochs","bigfish/avg_value","bigfish/custom_loss","bigfish/custom_step","bigfish/entropy","bigfish/ep_len_mean","bigfish/eplenmean","bigfish/eprew","bigfish/eprew_eval","bigfish/rep_loss","bossfight/avg_value","bossfight/custom_loss","bossfight/custom_step","bossfight/entropy","bossfight/ep_len_mean","bossfight/eplenmean","bossfight/eprew","bossfight/eprew_eval","bossfight/rep_loss","caveflyer/avg_value","caveflyer/custom_loss","caveflyer/custom_step","caveflyer/entropy","caveflyer/ep_len_mean","caveflyer/eplenmean","caveflyer/eprew","caveflyer/eprew_eval","caveflyer/rep_loss","chaser/avg_value","chaser/custom_loss","chaser/custom_step","chaser/entropy","chaser/ep_len_mean","chaser/eplenmean","chaser/eprew","chaser/eprew_eval","chaser/rep_loss","climber/avg_value","climber/custom_loss","climber/custom_step","climber/entropy","climber/ep_len_mean","climber/eplenmean","climber/eprew","climber/eprew_eval","climber/rep_loss","coinrun/avg_value","coinrun/custom_loss","coinrun/custom_step","coinrun/entropy","coinrun/ep_len_mean","coinrun/eplenmean","coinrun/eprew","coinrun/eprew_eval","coinrun/rep_loss","dodgeball/avg_value","dodgeball/custom_loss","dodgeball/custom_step","dodgeball/entropy","dodgeball/ep_len_mean","dodgeball/eplenmean","dodgeball/eprew","dodgeball/eprew_eval","dodgeball/rep_loss","fruitbot/avg_value","fruitbot/custom_loss","fruitbot/custom_step","fruitbot/entropy","fruitbot/ep_len_mean","fruitbot/eplenmean","fruitbot/eprew","fruitbot/eprew_eval","fruitbot/rep_loss","heist/avg_value","heist/custom_loss","heist/custom_step","heist/ep_len_mean","heist/eplenmean","heist/eprew","heist/eprew_eval","heist/rep_loss","jumper/avg_value","jumper/custom_loss","jumper/custom_step","jumper/entropy","jumper/ep_len_mean","jumper/eplenmean","jumper/eprew","jumper/eprew_eval","jumper/rep_loss","leaper/avg_value","leaper/custom_loss","leaper/custom_step","leaper/entropy","leaper/ep_len_mean","leaper/eplenmean","leaper/eprew","leaper/eprew_eval","leaper/rep_loss","maze/avg_value","maze/custom_loss","maze/custom_step","maze/entropy","maze/ep_len_mean","maze/eplenmean","maze/eprew","maze/eprew_eval","maze/rep_loss","miner/avg_value","miner/custom_loss","miner/custom_step","miner/entropy","miner/ep_len_mean","miner/eplenmean","miner/eprew","miner/eprew_eval","miner/rep_loss","ninja/avg_value","ninja/custom_loss","ninja/custom_step","ninja/entropy","ninja/ep_len_mean","ninja/eplenmean","ninja/eprew","ninja/eprew_eval","ninja/rep_loss","plunder/avg_value","plunder/custom_loss","plunder/custom_step","plunder/entropy","plunder/ep_len_mean","plunder/eplenmean","plunder/eprew","plunder/eprew_eval","plunder/rep_loss","starpilot/avg_value","starpilot/custom_loss","starpilot/custom_step","starpilot/entropy","starpilot/ep_len_mean","starpilot/eplenmean","starpilot/eprew","starpilot/eprew_eval","starpilot/rep_loss","bigfish/cluster_loss","bigfish/silhouette_score","bossfight/cluster_loss","caveflyer/cluster_loss","chaser/cluster_loss","climber/cluster_loss","coinrun/cluster_loss","dodgeball/cluster_loss","fruitbot/cluster_loss","heist/cluster_loss","heist/entropy","jumper/cluster_loss","leaper/cluster_loss","maze/cluster_loss","miner/cluster_loss","ninja/cluster_loss","plunder/cluster_loss","starpilot/cluster_loss","bossfight/silhouette_score","caveflyer/silhouette_score","chaser/silhouette_score","climber/silhouette_score","coinrun/silhouette_score","dodgeball/silhouette_score","fruitbot/silhouette_score","heist/silhouette_score","jumper/silhouette_score","leaper/silhouette_score","maze/silhouette_score","miner/silhouette_score","ninja/silhouette_score","plunder/silhouette_score","starpilot/silhouette_score","bigfish/value_i_loss","maze/value_i_loss","bigfish/myow_loss","bossfight/myow_loss","bossfight/value_i_loss","caveflyer/myow_loss","caveflyer/value_i_loss","chaser/myow_loss","chaser/value_i_loss","climber/myow_loss","climber/value_i_loss","coinrun/myow_loss","coinrun/value_i_loss","dodgeball/myow_loss","dodgeball/value_i_loss","fruitbot/myow_loss","fruitbot/value_i_loss","heist/myow_loss","heist/value_i_loss","jumper/myow_loss","jumper/value_i_loss","leaper/myow_loss","leaper/value_i_loss","maze/myow_loss","miner/myow_loss","miner/value_i_loss","ninja/myow_loss","ninja/value_i_loss","plunder/myow_loss","plunder/value_i_loss","starpilot/myow_loss","starpilot/value_i_loss"
"ninja__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:11:23.000Z","18575","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","ninja","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5932440876960756","0","24993792","","335.996","335.996","3.96","3.22","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"miner__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:10:43.000Z","19086","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","miner","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.36739624093752354","0","24993792","","880.22","880.22","1.64753914","1.605480182","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"fruitbot__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:10:29.000Z","19084","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","fruitbot","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.988676834106446","0","24993792","","408.71","408.71","14.270139322","11.113974316","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"coinrun__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:09:49.000Z","19054","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","coinrun","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.111209912505001","0","24993792","","246.21","246.21","6.225312394","6.31532606","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"jumper__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:09:35.000Z","19356","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","jumper","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.9514379128813744","0","24993792","","471.262","471.262","4.12","3.1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"leaper__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:09:34.000Z","18990","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","leaper","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.08390759006142616","0","24993792","","369.466","369.466","2.6","2.14","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"heist__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:09:14.000Z","18984","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","heist","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.39240537136793135","0","24993792","852.414","852.414","2","1.28","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"dodgeball__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:08:58.000Z","19345","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","dodgeball","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.8569095611572266","0","24993792","","155.372","155.372","2.84194501","1.529566072","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"climber__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:08:33.000Z","18661","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","climber","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3641802281141281","0","24993792","","861.334","861.334","1.412538964","1.3300924","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"caveflyer__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:08:00.000Z","18743","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","caveflyer","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","0.38883782401680944","0","24993792","","687.738","687.738","1.71248196","1.354359698","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"chaser__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:07:48.000Z","18828","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","chaser","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.030077636241913","0","24993792","","237.845","237.845","8.3459932325","7.6656300325","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bigfish__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:07:37.000Z","18537","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","bigfish","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","4.477004671096802","0","24993792","","607.482","607.482","6.741411526","4.409365806","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"bossfight__ppo_diayn__0.000000","finished","-","bmazoure","","2021-03-19T00:07:27.000Z","20167","","20","1","ppo_diayn","impala","-1","-1","false","0","0","0.01","bossfight","0","easy","1","standard","0.999","false","false","0","0.0005","false","5","256","1","32","20","0","200","8","256","false","-1","3","1","1","1","0","false","baseline","10","0","10","easy","-1","true","4","false","false","false","false","4","false","0","0","0","0","false","","","","","","","","","","","3.7204230308532718","0","24993792","","218.514","218.514","3.274860918","2.24181439","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
